pdb_id	pfam_id
6Z6M	PF00237
6Z6M	PF00827
6Z6M	PF00318
6Z6M	PF08069
6Z6M	PF01780
6Z6M	PF01092
6Z6M	PF00009
6Z6M	PF00572
6Z6M	PF05162
6Z6M	PF00333
6Z6M	PF00253
6Z6M	PF01775
6Z6M	PF00400
6Z6M	PF00687
6Z6M	PF00163
6Z6M	PF14374
6Z6M	PF01201
6Z6M	PF00297
6Z6M	PF01777
6Z6M	PF04758
6Z6M	PF01248
6Z6M	PF00679
6Z6M	PF16205
6Z6M	PF16174
6Z6M	PF17144
6Z6M	PF00828
6Z6M	PF01251
6Z6M	PF03144
6Z6M	PF03947
6Z6M	PF01599
6Z6M	PF00203
6Z6M	PF16906
6Z6M	PF00240
6Z6M	PF01198
6Z6M	PF00366
6Z6M	PF04774
6Z6M	PF08071
6Z6M	PF03764
6Z6M	PF00573
6Z6M	PF00181
6Z6M	PF00557
6Z6M	PF00380
6Z6M	PF01779
6Z6M	PF03501
6Z6M	PF14492
6Z6M	PF14204
6Z6M	PF01249
6Z6M	PF01090
6Z6M	PF01283
6Z6M	PF01294
6Z6M	PF01781
6Z6M	PF08079
6Z6M	PF00833
6Z6M	PF01655
6Z6M	PF03868
6Z6M	PF00673
6Z6M	PF00327
6Z6M	PF01158
6Z6M	PF00416
6Z6M	PF01247
6Z6M	PF01159
6Z6M	PF00281
6Z6M	PF00164
6Z6M	PF01907
6Z6M	PF00347
6Z6M	PF00831
6Z6M	PF00238
6Z6M	PF00177
6Z6M	PF01015
6Z6M	PF03297
6Z6M	PF07650
6Z6M	PF00410
6Z6M	PF00276
6Z6M	PF00900
6Z6M	PF01776
6Z6M	PF16121
6Z6M	PF01246
6Z6M	PF00411
6Z6M	PF00189
6Z6M	PF01667
6Z6M	PF00467
6Z6M	PF03939
6Z6M	PF01479
6Z6M	PF01282
6Z6M	PF01199
6Z6N	PF01667
6Z6N	PF00467
6Z6N	PF01282
6Z6N	PF00276
6Z6N	PF16121
6Z6N	PF01776
6Z6N	PF00900
6Z6N	PF01246
6Z6N	PF00411
6Z6N	PF00189
6Z6N	PF08071
6Z6N	PF03297
6Z6N	PF01015
6Z6N	PF00177
6Z6N	PF00238
6Z6N	PF01479
6Z6N	PF03939
6Z6N	PF00410
6Z6N	PF07650
6Z6N	PF01283
6Z6N	PF01158
6Z6N	PF01249
6Z6N	PF00252
6Z6N	PF03868
6Z6N	PF01929
6Z6N	PF00833
6Z6N	PF08079
6Z6N	PF01781
6Z6N	PF00673
6Z6N	PF01247
6Z6N	PF01090
6Z6N	PF01199
6Z6N	PF00831
6Z6N	PF00338
6Z6N	PF00347
6Z6N	PF01200
6Z6N	PF01294
6Z6N	PF00832
6Z6N	PF00327
6Z6N	PF00297
6Z6N	PF14204
6Z6N	PF01248
6Z6N	PF03764
6Z6N	PF03501
6Z6N	PF04774
6Z6N	PF04758
6Z6N	PF01198
6Z6N	PF00366
6Z6N	PF03144
6Z6N	PF00203
6Z6N	PF00009
6Z6N	PF01777
6Z6N	PF00573
6Z6N	PF17144
6Z6N	PF01779
6Z6N	PF01201
6Z6N	PF14492
6Z6N	PF00240
6Z6N	PF03947
6Z6N	PF01157
6Z6N	PF01159
6Z6N	PF00416
6Z6N	PF00281
6Z6N	PF00164
6Z6N	PF01907
6Z6N	PF01778
6Z6N	PF01280
6Z6N	PF01020
6Z6N	PF08069
6Z6N	PF00333
6Z6N	PF16122
6Z6N	PF00935
6Z6N	PF03719
6Z6N	PF00237
6Z6N	PF00827
6Z6N	PF01775
6Z6N	PF00687
6Z6N	PF00163
6Z6N	PF05162
6Z6N	PF00828
6Z6N	PF00253
6Z6N	PF00572
6Z6N	PF01780
6Z6N	PF01092
6Z6N	PF17135
6Z6N	PF00400
6Z6N	PF00318
6Z6N	PF00312
6Z6N	PF14374
6Z6N	PF00380
6Z6N	PF00679
6Z6N	PF01251
6Z6N	PF16174
6Z6N	PF01655
6Z6N	PF01599
6Z6N	PF16205
6Z6N	PF16906
6Z6N	PF00181
6Z6N	PF00557
6Z6Q	PF00008
6Z6Q	PF05118
6Z6Q	PF13432
6Z6R	PF13432
6Z6R	PF00008
6Z6R	PF05118
6Z8V	PF00089
6Z8W	PF00089
6Z8X	PF00089
6ZCE	PF00076
6ZCE	PF04758
6ZCE	PF00900
6ZCE	PF01283
6ZCE	PF07650
6ZCE	PF08069
6ZCE	PF05470
6ZCE	PF01092
6ZCE	PF00400
6ZCE	PF00416
6ZCE	PF04068
6ZCE	PF00318
6ZCE	PF00189
6ZCE	PF00833
6ZCE	PF01282
6ZCE	PF00333
6ZCE	PF00366
6ZCE	PF08597
6ZCE	PF00380
6ZCE	PF00240
6ZCE	PF00177
6ZCE	PF01176
6ZCE	PF00411
6ZCE	PF01200
6ZCE	PF00467
6ZCE	PF00338
6ZCE	PF00005
6ZCE	PF01201
6ZCE	PF00410
6ZCE	PF01015
6ZCE	PF03501
6ZCE	PF00037
6ZCE	PF01253
6ZCE	PF01090
6ZCE	PF08071
6ZCE	PF00312
6ZCE	PF01667
6ZCE	PF01251
6ZCE	PF00164
6ZCE	PF03719
6ZCE	PF08662
6ZCE	PF16205
6ZCE	PF03297
6ZCE	PF12353
6ZCE	PF01599
6ZCE	PF16121
6ZCE	PF01249
6ZCE	PF00203
6ZCE	PF00253
6ZCE	PF01479
6ZCE	PF01399
6ZCE	PF01248
6ZDX	PF13895
6ZDX	PF00047
6ZJ3	PF01248
6ZJ3	PF00252
6ZLW	PF01015
6ZLW	PF08071
6ZLW	PF00240
6ZLW	PF00416
6ZLW	PF00164
6ZLW	PF00411
6ZLW	PF01249
6ZLW	PF00380
6ZLW	PF00338
6ZLW	PF03297
6ZLW	PF01090
6ZLW	PF00203
6ZLW	PF01282
6ZLW	PF00410
6ZLW	PF00833
6ZLW	PF08069
6ZLW	PF01479
6ZLW	PF00253
6ZLW	PF01248
6ZLW	PF00366
6ZLW	PF01092
6ZLW	PF01200
6ZLW	PF00318
6ZLW	PF16122
6ZLW	PF16121
6ZLW	PF00163
6ZLW	PF03719
6ZLW	PF01201
6ZLW	PF01599
6ZLW	PF00189
6ZLW	PF01667
6ZLW	PF00177
6ZLW	PF00312
6ZLW	PF00900
6ZLW	PF04758
6ZLW	PF00400
6ZLW	PF05162
6ZLW	PF07650
6ZLW	PF01283
6ZLW	PF11501
6ZLW	PF16205
6ZLW	PF01251
6ZLW	PF00333
6ZLW	PF00467
6ZLW	PF03501
6ZM5	PF17136
6ZM5	PF01245
6ZM5	PF00466
6ZM5	PF00830
6ZM5	PF08213
6ZM5	PF04280
6ZM5	PF14955
6ZM5	PF00572
6ZM5	PF00573
6ZM5	PF01084
6ZM5	PF07147
6ZM5	PF00318
6ZM5	PF10210
6ZM5	PF10213
6ZM5	PF01632
6ZM5	PF10037
6ZM5	PF10501
6ZM5	PF00380
6ZM5	PF01196
6ZM5	PF00542
6ZM5	PF00453
6ZM5	PF00237
6ZM5	PF10484
6ZM5	PF01783
6ZM5	PF01250
6ZM5	PF02096
6ZM5	PF03947
6ZM5	PF15433
6ZM5	PF10780
6ZM5	PF00164
6ZM5	PF16053
6ZM5	PF01165
6ZM5	PF06984
6ZM5	PF03719
6ZM5	PF11788
6ZM5	PF13041
6ZM5	PF00472
6ZM5	PF00366
6ZM5	PF00467
6ZM5	PF09809
6ZM5	PF08293
6ZM5	PF08561
6ZM5	PF00253
6ZM5	PF00829
6ZM5	PF00333
6ZM5	PF00297
6ZM5	PF13812
6ZM5	PF10245
6ZM5	PF00327
6ZM5	PF16320
6ZM5	PF09812
6ZM5	PF00468
6ZM5	PF14943
6ZM5	PF00252
6ZM5	PF01281
6ZM5	PF05046
6ZM5	PF00238
6ZM5	PF14978
6ZM5	PF00886
6ZM5	PF00276
6ZM5	PF00411
6ZM5	PF03946
6ZM5	PF00471
6ZM5	PF05047
6ZM5	PF00338
6ZM5	PF00177
6ZM5	PF00828
6ZM5	PF00181
6ZM5	PF10236
6ZM5	PF18699
6ZM5	PF09776
6ZM5	PF10246
6ZM5	PF00444
6ZM5	PF10244
6ZM5	PF06747
6ZM5	PF10147
6ZM5	PF01016
6ZM5	PF00861
6ZM5	PF01161
6ZM5	PF00298
6ZM5	PF00312
6ZM6	PF00542
6ZM6	PF03946
6ZM6	PF09812
6ZM6	PF00276
6ZM6	PF00886
6ZM6	PF14978
6ZM6	PF00828
6ZM6	PF00177
6ZM6	PF00338
6ZM6	PF10244
6ZM6	PF09776
6ZM6	PF00312
6ZM6	PF00298
6ZM6	PF01161
6ZM6	PF00237
6ZM6	PF10484
6ZM6	PF01783
6ZM6	PF01250
6ZM6	PF06747
6ZM6	PF00861
6ZM6	PF00411
6ZM6	PF00829
6ZM6	PF10245
6ZM6	PF00327
6ZM6	PF00333
6ZM6	PF00297
6ZM6	PF13812
6ZM6	PF00181
6ZM6	PF10236
6ZM6	PF18699
6ZM6	PF05047
6ZM6	PF01245
6ZM6	PF01084
6ZM6	PF00466
6ZM6	PF00830
6ZM6	PF14955
6ZM6	PF04280
6ZM6	PF08213
6ZM6	PF16320
6ZM6	PF00471
6ZM6	PF16053
6ZM6	PF00444
6ZM6	PF10246
6ZM6	PF10147
6ZM6	PF01016
6ZM6	PF00238
6ZM6	PF00472
6ZM6	PF00366
6ZM6	PF17136
6ZM6	PF09809
6ZM6	PF00453
6ZM6	PF00468
6ZM6	PF14943
6ZM6	PF05046
6ZM6	PF01281
6ZM6	PF00252
6ZM6	PF03947
6ZM6	PF15433
6ZM6	PF10780
6ZM6	PF00164
6ZM6	PF10210
6ZM6	PF01165
6ZM6	PF06984
6ZM6	PF13041
6ZM6	PF11788
6ZM6	PF03719
6ZM6	PF00572
6ZM6	PF00573
6ZM6	PF00467
6ZM6	PF00318
6ZM6	PF00253
6ZM6	PF10213
6ZM6	PF01632
6ZM6	PF10037
6ZM6	PF10501
6ZM6	PF00380
6ZM6	PF01196
6ZM6	PF07147
6ZM6	PF08293
6ZM6	PF08561
6ZM7	PF00466
6ZM7	PF00240
6ZM7	PF00347
6ZM7	PF00380
6ZM7	PF01199
6ZM7	PF11501
6ZM7	PF00338
6ZM7	PF01294
6ZM7	PF01781
6ZM7	PF03719
6ZM7	PF00237
6ZM7	PF01280
6ZM7	PF05162
6ZM7	PF01248
6ZM7	PF03946
6ZM7	PF00312
6ZM7	PF01157
6ZM7	PF00428
6ZM7	PF01479
6ZM7	PF01780
6ZM7	PF01015
6ZM7	PF00410
6ZM7	PF03939
6ZM7	PF01246
6ZM7	PF00189
6ZM7	PF00318
6ZM7	PF01282
6ZM7	PF00276
6ZM7	PF00411
6ZM7	PF00298
6ZM7	PF01200
6ZM7	PF00827
6ZM7	PF00935
6ZM7	PF00687
6ZM7	PF00572
6ZM7	PF01775
6ZM7	PF01092
6ZM7	PF17777
6ZM7	PF08069
6ZM7	PF00238
6ZM7	PF00163
6ZM7	PF01776
6ZM7	PF00400
6ZM7	PF17135
6ZM7	PF00253
6ZM7	PF01778
6ZM7	PF00333
6ZM7	PF16122
6ZM7	PF07650
6ZM7	PF01251
6ZM7	PF06244
6ZM7	PF04758
6ZM7	PF01247
6ZM7	PF00573
6ZM7	PF01779
6ZM7	PF00900
6ZM7	PF03297
6ZM7	PF03501
6ZM7	PF14204
6ZM7	PF16906
6ZM7	PF00366
6ZM7	PF00831
6ZM7	PF00833
6ZM7	PF00252
6ZM7	PF01249
6ZM7	PF01929
6ZM7	PF00832
6ZM7	PF08079
6ZM7	PF01020
6ZM7	PF00164
6ZM7	PF01283
6ZM7	PF00281
6ZM7	PF01090
6ZM7	PF01907
6ZM7	PF00416
6ZM7	PF00673
6ZM7	PF01158
6ZM7	PF00327
6ZM7	PF00467
6ZM7	PF00557
6ZM7	PF03947
6ZM7	PF08071
6ZM7	PF03868
6ZM7	PF01198
6ZM7	PF16205
6ZM7	PF01777
6ZM7	PF17144
6ZM7	PF00297
6ZM7	PF01201
6ZM7	PF01159
6ZM7	PF16121
6ZM7	PF01667
6ZM7	PF01655
6ZM7	PF00203
6ZM7	PF00828
6ZM7	PF14374
6ZM7	PF00181
6ZM7	PF00177
6ZM7	PF01599
6ZME	PF03464
6ZME	PF08079
6ZME	PF00831
6ZME	PF03868
6ZME	PF01294
6ZME	PF00832
6ZME	PF00327
6ZME	PF01159
6ZME	PF01655
6ZME	PF00203
6ZME	PF01781
6ZME	PF01158
6ZME	PF04068
6ZME	PF00252
6ZME	PF01090
6ZME	PF00347
6ZME	PF11501
6ZME	PF01199
6ZME	PF00833
6ZME	PF03465
6ZME	PF00557
6ZME	PF00005
6ZME	PF00673
6ZME	PF01249
6ZME	PF16121
6ZME	PF01667
6ZME	PF03501
6ZME	PF01777
6ZME	PF14374
6ZME	PF01198
6ZME	PF00900
6ZME	PF16205
6ZME	PF01779
6ZME	PF01479
6ZME	PF00240
6ZME	PF00181
6ZME	PF17144
6ZME	PF01251
6ZME	PF16906
6ZME	PF00573
6ZME	PF00177
6ZME	PF01599
6ZME	PF00297
6ZME	PF03297
6ZME	PF01201
6ZME	PF00467
6ZME	PF00366
6ZME	PF00828
6ZME	PF08071
6ZME	PF04758
6ZME	PF00687
6ZME	PF03947
6ZME	PF14204
6ZME	PF00411
6ZME	PF03939
6ZME	PF00189
6ZME	PF01157
6ZME	PF01015
6ZME	PF00238
6ZME	PF00312
6ZME	PF17135
6ZME	PF00466
6ZME	PF03719
6ZME	PF00935
6ZME	PF00572
6ZME	PF00164
6ZME	PF01929
6ZME	PF00298
6ZME	PF01778
6ZME	PF00400
6ZME	PF00416
6ZME	PF01200
6ZME	PF06244
6ZME	PF01247
6ZME	PF00380
6ZME	PF03463
6ZME	PF01907
6ZME	PF00037
6ZME	PF00281
6ZME	PF00338
6ZME	PF01282
6ZME	PF16122
6ZME	PF08069
6ZME	PF01246
6ZME	PF07650
6ZME	PF01776
6ZME	PF00318
6ZME	PF00410
6ZME	PF01248
6ZME	PF00276
6ZME	PF00163
6ZME	PF00253
6ZME	PF01280
6ZME	PF17777
6ZME	PF00333
6ZME	PF05162
6ZME	PF03946
6ZME	PF00827
6ZME	PF01780
6ZME	PF01283
6ZME	PF00237
6ZME	PF01020
6ZME	PF01092
6ZME	PF00428
6ZME	PF01775
6ZMI	PF07650
6ZMI	PF00411
6ZMI	PF16122
6ZMI	PF00276
6ZMI	PF00312
6ZMI	PF00253
6ZMI	PF00687
6ZMI	PF00572
6ZMI	PF00400
6ZMI	PF01776
6ZMI	PF00298
6ZMI	PF00163
6ZMI	PF01778
6ZMI	PF03719
6ZMI	PF17135
6ZMI	PF00177
6ZMI	PF01201
6ZMI	PF00557
6ZMI	PF00297
6ZMI	PF17144
6ZMI	PF00203
6ZMI	PF01198
6ZMI	PF01667
6ZMI	PF16121
6ZMI	PF17848
6ZMI	PF01158
6ZMI	PF00467
6ZMI	PF04758
6ZMI	PF01655
6ZMI	PF14374
6ZMI	PF00338
6ZMI	PF00281
6ZMI	PF01781
6ZMI	PF01199
6ZMI	PF00380
6ZMI	PF01283
6ZMI	PF00327
6ZMI	PF00416
6ZMI	PF00252
6ZMI	PF00164
6ZMI	PF01929
6ZMI	PF01020
6ZMI	PF08079
6ZMI	PF00240
6ZMI	PF01247
6ZMI	PF01251
6ZMI	PF16906
6ZMI	PF00573
6ZMI	PF00181
6ZMI	PF00900
6ZMI	PF01159
6ZMI	PF01779
6ZMI	PF00366
6ZMI	PF14204
6ZMI	PF03947
6ZMI	PF08790
6ZMI	PF01599
6ZMI	PF08071
6ZMI	PF03868
6ZMI	PF16205
6ZMI	PF01777
6ZMI	PF03501
6ZMI	PF00828
6ZMI	PF03297
6ZMI	PF01479
6ZMI	PF00831
6ZMI	PF00673
6ZMI	PF01090
6ZMI	PF01907
6ZMI	PF01248
6ZMI	PF01294
6ZMI	PF01249
6ZMI	PF00832
6ZMI	PF00347
6ZMI	PF00833
6ZMI	PF01282
6ZMI	PF11501
6ZMI	PF00189
6ZMI	PF01246
6ZMI	PF00410
6ZMI	PF03939
6ZMI	PF08069
6ZMI	PF01015
6ZMI	PF00238
6ZMI	PF00318
6ZMI	PF01092
6ZMI	PF01280
6ZMI	PF00466
6ZMI	PF00333
6ZMI	PF05162
6ZMI	PF03946
6ZMI	PF00827
6ZMI	PF01780
6ZMI	PF01200
6ZMI	PF00237
6ZMI	PF01157
6ZMI	PF00428
6ZMI	PF01775
6ZMI	PF17777
6ZMI	PF00935
6ZMO	PF00380
6ZMO	PF00009
6ZMO	PF00252
6ZMO	PF00338
6ZMO	PF11501
6ZMO	PF03143
6ZMO	PF00203
6ZMO	PF03144
6ZMO	PF17848
6ZMO	PF01199
6ZMO	PF01090
6ZMO	PF08079
6ZMO	PF01159
6ZMO	PF01158
6ZMO	PF01655
6ZMO	PF00831
6ZMO	PF00833
6ZMO	PF01248
6ZMO	PF01907
6ZMO	PF03868
6ZMO	PF00347
6ZMO	PF08790
6ZMO	PF01247
6ZMO	PF00416
6ZMO	PF00327
6ZMO	PF01775
6ZMO	PF00164
6ZMO	PF01280
6ZMO	PF01780
6ZMO	PF00333
6ZMO	PF00827
6ZMO	PF17777
6ZMO	PF00281
6ZMO	PF00428
6ZMO	PF01781
6ZMO	PF01200
6ZMO	PF01294
6ZMO	PF00298
6ZMO	PF00237
6ZMO	PF05162
6ZMO	PF00163
6ZMO	PF01778
6ZMO	PF01283
6ZMO	PF03719
6ZMO	PF00673
6ZMO	PF03946
6ZMO	PF00572
6ZMO	PF01020
6ZMO	PF01092
6ZMO	PF00466
6ZMO	PF01929
6ZMO	PF00253
6ZMO	PF00832
6ZMO	PF01015
6ZMO	PF00935
6ZMO	PF00400
6ZMO	PF17135
6ZMO	PF01249
6ZMO	PF00297
6ZMO	PF00366
6ZMO	PF00312
6ZMO	PF16121
6ZMO	PF01776
6ZMO	PF00411
6ZMO	PF00687
6ZMO	PF00240
6ZMO	PF01479
6ZMO	PF01282
6ZMO	PF03939
6ZMO	PF14374
6ZMO	PF16122
6ZMO	PF00238
6ZMO	PF00900
6ZMO	PF00189
6ZMO	PF00828
6ZMO	PF16205
6ZMO	PF00318
6ZMO	PF00557
6ZMO	PF01251
6ZMO	PF03947
6ZMO	PF01667
6ZMO	PF14204
6ZMO	PF16906
6ZMO	PF04758
6ZMO	PF17144
6ZMO	PF00276
6ZMO	PF03297
6ZMO	PF01198
6ZMO	PF00177
6ZMO	PF01599
6ZMO	PF07650
6ZMO	PF01201
6ZMO	PF00181
6ZMO	PF03501
6ZMO	PF08071
6ZMO	PF01779
6ZMO	PF00410
6ZMO	PF01246
6ZMO	PF00573
6ZMO	PF01157
6ZMO	PF00467
6ZMO	PF08069
6ZMO	PF01777
6ZMT	PF00833
6ZMT	PF00189
6ZMT	PF01667
6ZMT	PF11501
6ZMT	PF00318
6ZMT	PF00400
6ZMT	PF03501
6ZMT	PF01201
6ZMT	PF00900
6ZMT	PF00333
6ZMT	PF00380
6ZMT	PF00410
6ZMT	PF03297
6ZMT	PF00203
6ZMT	PF01282
6ZMT	PF01090
6ZMT	PF01248
6ZMT	PF00416
6ZMT	PF00164
6ZMT	PF00411
6ZMT	PF00338
6ZMT	PF01249
6ZMT	PF00312
6ZMT	PF01251
6ZMT	PF00240
6ZMT	PF00467
6ZMT	PF01015
6ZMT	PF07650
6ZMT	PF01200
6ZMT	PF08142
6ZMT	PF00177
6ZMT	PF00163
6ZMT	PF16122
6ZMT	PF00253
6ZMT	PF01479
6ZMT	PF16205
6ZMT	PF04950
6ZMT	PF04758
6ZMT	PF01092
6ZMT	PF01599
6ZMT	PF08071
6ZMT	PF08069
6ZMT	PF16121
6ZMT	PF00366
6ZMT	PF03719
6ZMW	PF01253
6ZMW	PF01399
6ZMW	PF19445
6ZMW	PF00380
6ZMW	PF02020
6ZMW	PF08662
6ZMW	PF00416
6ZMW	PF00400
6ZMW	PF00203
6ZMW	PF03719
6ZMW	PF01248
6ZMW	PF01479
6ZMW	PF09440
6ZMW	PF00410
6ZMW	PF03144
6ZMW	PF08069
6ZMW	PF13012
6ZMW	PF03297
6ZMW	PF08071
6ZMW	PF00833
6ZMW	PF00366
6ZMW	PF01176
6ZMW	PF00338
6ZMW	PF16121
6ZMW	PF00467
6ZMW	PF16205
6ZMW	PF08597
6ZMW	PF00900
6ZMW	PF04758
6ZMW	PF12353
6ZMW	PF00271
6ZMW	PF00270
6ZMW	PF00312
6ZMW	PF09173
6ZMW	PF01201
6ZMW	PF01398
6ZMW	PF00164
6ZMW	PF00076
6ZMW	PF01015
6ZMW	PF01090
6ZMW	PF05091
6ZMW	PF00318
6ZMW	PF01282
6ZMW	PF00189
6ZMW	PF01667
6ZMW	PF01599
6ZMW	PF10255
6ZMW	PF02854
6ZMW	PF00575
6ZMW	PF01873
6ZMW	PF01283
6ZMW	PF00253
6ZMW	PF00177
6ZMW	PF05470
6ZMW	PF03501
6ZMW	PF01249
6ZMW	PF00240
6ZMW	PF05162
6ZMW	PF07541
6ZMW	PF00009
6ZMW	PF00411
6ZMW	PF00333
6ZMW	PF10075
6ZMW	PF07650
6ZMW	PF02847
6ZMW	PF18005
6ZMW	PF16122
6ZMW	PF01251
6ZMW	PF01092
6ZMW	PF00163
6ZMW	PF01200
6ZN3	
6ZOJ	PF00338
6ZOJ	PF00380
6ZOJ	PF00410
6ZOJ	PF00416
6ZOJ	PF01282
6ZOJ	PF00833
6ZOJ	PF00411
6ZOJ	PF08071
6ZOJ	PF00253
6ZOJ	PF07650
6ZOJ	PF01248
6ZOJ	PF01251
6ZOJ	PF16205
6ZOJ	PF00177
6ZOJ	PF08069
6ZOJ	PF00900
6ZOJ	PF01201
6ZOJ	PF05162
6ZOJ	PF00366
6ZOJ	PF01092
6ZOJ	PF01479
6ZOJ	PF00189
6ZOJ	PF00163
6ZOJ	PF01599
6ZOJ	PF00467
6ZOJ	PF11501
6ZOJ	PF03501
6ZOJ	PF16121
6ZOJ	PF00312
6ZOJ	PF00400
6ZOJ	PF01667
6ZOJ	PF01249
6ZOJ	PF16122
6ZOJ	PF00333
6ZOJ	PF01015
6ZOJ	PF00318
6ZOJ	PF03719
6ZOJ	PF03297
6ZOJ	PF00164
6ZOJ	PF01090
6ZOJ	PF00203
6ZOL	PF00400
6ZOL	PF00380
6ZOL	PF03297
6ZOL	PF00177
6ZOL	PF00416
6ZOL	PF01599
6ZOL	PF07650
6ZOL	PF01090
6ZOL	PF00253
6ZOL	PF03501
6ZOL	PF00833
6ZOL	PF00189
6ZOL	PF00338
6ZOL	PF00203
6ZOL	PF01248
6ZON	PF10255
6ZON	PF07650
6ZON	PF01667
6ZON	PF00189
6ZON	PF05091
6ZON	PF01248
6ZON	PF00833
6ZON	PF00177
6ZON	PF11501
6ZON	PF18005
6ZON	PF03719
6ZON	PF05162
6ZON	PF00338
6ZON	PF01479
6ZON	PF00416
6ZON	PF01283
6ZON	PF16122
6ZON	PF00253
6ZON	PF00203
6ZON	PF00900
6ZON	PF04758
6ZON	PF01092
6ZON	PF03297
6ZON	PF08071
6ZON	PF00318
6ZON	PF16121
6ZON	PF01090
6ZON	PF01399
6ZON	PF00380
6ZON	PF03501
6ZON	PF01201
6ZON	PF19445
6ZON	PF00410
6ZON	PF00076
6ZON	PF08069
6ZON	PF01599
6ZON	PF00366
6ZON	PF08662
6ZON	PF01282
6ZON	PF10075
6ZON	PF00411
6ZON	PF16205
6ZON	PF05470
6ZON	PF00240
6ZON	PF01251
6ZON	PF13012
6ZON	PF01249
6ZON	PF00333
6ZON	PF00163
6ZON	PF00164
6ZON	PF01398
6ZON	PF09440
6ZON	PF00400
6ZON	PF00312
6ZON	PF01200
6ZON	PF01015
6ZON	PF00467
6ZP4	PF00312
6ZP4	PF18005
6ZP4	PF00189
6ZP4	PF16205
6ZP4	PF00380
6ZP4	PF10075
6ZP4	PF04758
6ZP4	PF01399
6ZP4	PF01249
6ZP4	PF00400
6ZP4	PF05091
6ZP4	PF01398
6ZP4	PF00177
6ZP4	PF09173
6ZP4	PF01251
6ZP4	PF00240
6ZP4	PF11501
6ZP4	PF00411
6ZP4	PF03297
6ZP4	PF01283
6ZP4	PF05162
6ZP4	PF00253
6ZP4	PF00467
6ZP4	PF00833
6ZP4	PF00009
6ZP4	PF00416
6ZP4	PF01253
6ZP4	PF00318
6ZP4	PF03144
6ZP4	PF01090
6ZP4	PF16122
6ZP4	PF01176
6ZP4	PF10255
6ZP4	PF16121
6ZP4	PF00164
6ZP4	PF00338
6ZP4	PF00900
6ZP4	PF01200
6ZP4	PF01201
6ZP4	PF08071
6ZP4	PF00333
6ZP4	PF01092
6ZP4	PF01599
6ZP4	PF01015
6ZP4	PF03719
6ZP4	PF09440
6ZP4	PF05470
6ZP4	PF00366
6ZP4	PF08662
6ZP4	PF01873
6ZP4	PF00410
6ZP4	PF13012
6ZP4	PF03501
6ZP4	PF07541
6ZP4	PF08069
6ZP4	PF00575
6ZP4	PF07650
6ZP4	PF00203
6ZP4	PF00163
6ZP4	PF01667
6ZP4	PF01479
6ZP4	PF00076
6ZP4	PF01282
6ZP4	PF19445
6ZP4	PF01248
6ZPJ	
6ZQA	PF12923
6ZQA	PF00164
6ZQA	PF01479
6ZQA	PF17407
6ZQA	PF09368
6ZQA	PF09384
6ZQA	PF00416
6ZQA	PF01798
6ZQA	PF00177
6ZQA	PF03914
6ZQA	PF17403
6ZQA	PF08069
6ZQA	PF04192
6ZQA	PF05291
6ZQA	PF12397
6ZQA	PF00687
6ZQA	PF01200
6ZQA	PF08297
6ZQA	PF08142
6ZQA	PF10395
6ZQA	PF08156
6ZQA	PF01015
6ZQA	PF00400
6ZQA	PF05189
6ZQA	PF04003
6ZQA	PF04615
6ZQA	PF00163
6ZQA	PF17404
6ZQA	PF17903
6ZQA	PF04158
6ZQA	PF04427
6ZQA	PF00410
6ZQA	PF08625
6ZQA	PF01251
6ZQA	PF04147
6ZQA	PF17799
6ZQA	PF00411
6ZQA	PF03813
6ZQA	PF01667
6ZQA	PF08146
6ZQA	PF01269
6ZQA	PF00004
6ZQA	PF08640
6ZQA	PF01248
6ZQA	PF00312
6ZQA	PF03587
6ZQA	PF04900
6ZQA	PF04950
6ZQA	PF17406
6ZQA	PF08149
6ZQA	PF01137
6ZQA	PF17075
6ZQA	PF03998
6ZQA	PF08698
6ZQA	PF17405
6ZQA	PF00380
6ZQA	PF04006
6ZQB	PF13725
6ZQB	PF01200
6ZQB	PF08351
6ZQB	PF04192
6ZQB	PF01479
6ZQB	PF09368
6ZQB	PF00687
6ZQB	PF00410
6ZQB	PF01137
6ZQB	PF00400
6ZQB	PF08071
6ZQB	PF00163
6ZQB	PF00366
6ZQB	PF07539
6ZQB	PF03587
6ZQB	PF03813
6ZQB	PF00380
6ZQB	PF09384
6ZQB	PF00467
6ZQB	PF04950
6ZQB	PF01248
6ZQB	PF17903
6ZQB	PF01251
6ZQB	PF04147
6ZQB	PF10395
6ZQB	PF08159
6ZQB	PF17405
6ZQB	PF08069
6ZQB	PF17075
6ZQB	PF04006
6ZQB	PF08156
6ZQB	PF08164
6ZQB	PF00177
6ZQB	PF01015
6ZQB	PF17404
6ZQB	PF00164
6ZQB	PF05189
6ZQB	PF00900
6ZQB	PF05291
6ZQB	PF08146
6ZQB	PF04000
6ZQB	PF17407
6ZQB	PF00411
6ZQB	PF08625
6ZQB	PF08142
6ZQB	PF08698
6ZQB	PF01092
6ZQB	PF08149
6ZQB	PF17406
6ZQB	PF00312
6ZQB	PF04427
6ZQB	PF01798
6ZQB	PF13339
6ZQB	PF01201
6ZQB	PF04003
6ZQB	PF03914
6ZQB	PF12923
6ZQB	PF01667
6ZQB	PF04900
6ZQB	PF08297
6ZQB	PF00004
6ZQB	PF08640
6ZQB	PF13718
6ZQB	PF03998
6ZQB	PF04158
6ZQB	PF12397
6ZQB	PF01269
